plot,date,time,mn_shallow,sd_shallow,n_shallow,mn_deep,sd_deep,n_deep
Transition,20220810,23:00:00,0.443,0.043,16,0.421,0.018,8
Transition,20220811,00:00:00,0.443,0.043,16,0.421,0.018,8
Transition,20220811,01:00:00,0.442,0.043,16,0.42,0.018,8
Transition,20220811,02:00:00,0.443,0.043,16,0.42,0.018,8
Transition,20220811,03:00:00,0.443,0.043,16,0.42,0.018,8
Transition,20220811,04:00:00,0.442,0.043,16,0.42,0.018,8
Transition,20220811,05:00:00,0.443,0.043,16,0.42,0.017,8
Transition,20220811,06:00:00,0.442,0.043,16,0.42,0.017,8
Transition,20220811,07:00:00,0.443,0.043,16,0.42,0.018,8
Transition,20220811,08:00:00,0.442,0.043,16,0.42,0.017,8
Transition,20220811,09:00:00,0.442,0.043,16,0.42,0.017,8
Transition,20220811,10:00:00,0.442,0.043,16,0.42,0.018,8
Transition,20220811,11:00:00,0.442,0.043,16,0.42,0.018,8
Transition,20220811,12:00:00,0.441,0.043,16,0.42,0.018,8
Transition,20220811,13:00:00,0.44,0.042,16,0.419,0.017,8
Transition,20220811,14:00:00,0.438,0.041,16,0.418,0.017,8
Transition,20220811,15:00:00,0.436,0.041,16,0.418,0.017,8
Transition,20220811,16:00:00,0.435,0.04,16,0.418,0.018,8
Transition,20220811,17:00:00,0.434,0.039,16,0.418,0.018,8
Transition,20220811,18:00:00,0.433,0.038,16,0.418,0.018,8
Transition,20220811,19:00:00,0.433,0.038,16,0.418,0.018,8
Transition,20220811,20:00:00,0.433,0.038,16,0.418,0.018,8
Transition,20220811,21:00:00,0.432,0.039,16,0.418,0.018,8
Transition,20220811,22:00:00,0.433,0.038,16,0.418,0.018,8
Transition,20220811,23:00:00,0.433,0.039,16,0.418,0.017,8
Transition,20220812,00:00:00,0.433,0.038,16,0.418,0.017,8
Transition,20220812,01:00:00,0.433,0.038,16,0.418,0.017,8
Transition,20220812,02:00:00,0.432,0.038,16,0.418,0.018,8
Transition,20220812,03:00:00,0.432,0.039,16,0.418,0.017,8
Transition,20220812,04:00:00,0.432,0.038,16,0.418,0.017,8
Transition,20220812,05:00:00,0.432,0.039,16,0.418,0.017,8
Transition,20220812,06:00:00,0.432,0.039,16,0.418,0.018,8
Transition,20220812,07:00:00,0.432,0.039,16,0.418,0.017,8
Transition,20220812,08:00:00,0.431,0.038,16,0.417,0.018,8
Transition,20220812,09:00:00,0.431,0.039,16,0.417,0.018,8
Transition,20220812,10:00:00,0.43,0.039,16,0.417,0.018,8
Transition,20220812,11:00:00,0.43,0.038,16,0.417,0.018,8
Transition,20220812,12:00:00,0.428,0.038,16,0.417,0.018,8
Transition,20220812,13:00:00,0.428,0.037,16,0.417,0.018,8
Transition,20220812,14:00:00,0.426,0.037,16,0.417,0.018,8
Transition,20220812,15:00:00,0.425,0.035,16,0.417,0.018,8
Transition,20220812,16:00:00,0.424,0.034,16,0.417,0.018,8
Transition,20220812,17:00:00,0.423,0.034,16,0.417,0.018,8
Transition,20220812,18:00:00,0.422,0.034,16,0.417,0.018,8
Transition,20220812,19:00:00,0.422,0.033,16,0.417,0.018,8
Transition,20220812,20:00:00,0.421,0.034,16,0.417,0.018,8
Transition,20220812,21:00:00,0.422,0.033,16,0.417,0.018,8
Transition,20220812,22:00:00,0.422,0.033,16,0.417,0.018,8
Transition,20220812,23:00:00,0.422,0.033,16,0.417,0.018,8
Transition,20220813,00:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,01:00:00,0.422,0.033,16,0.417,0.018,8
Transition,20220813,02:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,03:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,04:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,05:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,06:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,07:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,08:00:00,0.421,0.033,16,0.417,0.018,8
Transition,20220813,09:00:00,0.42,0.033,16,0.416,0.018,8
Transition,20220813,10:00:00,0.42,0.033,16,0.416,0.018,8
Transition,20220813,11:00:00,0.419,0.032,16,0.416,0.018,8
Transition,20220813,12:00:00,0.418,0.032,16,0.416,0.018,8
Transition,20220813,13:00:00,0.416,0.031,16,0.415,0.018,8
Transition,20220813,14:00:00,0.415,0.03,16,0.415,0.018,8
Transition,20220813,15:00:00,0.412,0.03,16,0.414,0.017,8
Transition,20220813,16:00:00,0.411,0.03,16,0.414,0.017,8
Transition,20220813,17:00:00,0.41,0.029,16,0.414,0.017,8
Transition,20220813,18:00:00,0.409,0.028,16,0.413,0.017,8
Transition,20220813,19:00:00,0.409,0.028,16,0.413,0.016,8
Transition,20220813,20:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220813,21:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220813,22:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220813,23:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,00:00:00,0.409,0.028,16,0.411,0.014,8
Transition,20220814,01:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,02:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,03:00:00,0.409,0.028,16,0.411,0.014,8
Transition,20220814,04:00:00,0.409,0.028,16,0.411,0.014,8
Transition,20220814,05:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,06:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,07:00:00,0.409,0.028,16,0.412,0.014,8
Transition,20220814,08:00:00,0.409,0.028,16,0.411,0.014,8
Transition,20220814,09:00:00,0.409,0.028,16,0.411,0.014,8
Transition,20220814,10:00:00,0.408,0.028,16,0.411,0.014,8
Transition,20220814,11:00:00,0.407,0.028,16,0.41,0.013,8
Transition,20220814,12:00:00,0.406,0.027,16,0.41,0.013,8
Transition,20220814,13:00:00,0.405,0.027,16,0.409,0.013,8
Transition,20220814,14:00:00,0.404,0.026,16,0.408,0.012,8
Transition,20220814,15:00:00,0.403,0.025,16,0.408,0.011,8
Transition,20220814,16:00:00,0.401,0.025,16,0.408,0.011,8
Transition,20220814,17:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,18:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,19:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,20:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,21:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,22:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220814,23:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,00:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,01:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,02:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,03:00:00,0.402,0.025,16,0.407,0.01,8
Transition,20220815,04:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,05:00:00,0.401,0.025,16,0.407,0.011,8
Transition,20220815,06:00:00,0.402,0.025,16,0.407,0.011,8
Transition,20220815,07:00:00,0.402,0.025,16,0.407,0.01,8
Transition,20220815,08:00:00,0.402,0.025,16,0.407,0.01,8
Transition,20220815,09:00:00,0.402,0.025,16,0.407,0.011,8
Transition,20220815,10:00:00,0.401,0.025,16,0.407,0.01,8
Transition,20220815,11:00:00,0.4,0.025,16,0.407,0.01,8
Transition,20220815,12:00:00,0.399,0.025,16,0.406,0.01,8
Transition,20220815,13:00:00,0.399,0.024,16,0.406,0.01,8
Transition,20220815,14:00:00,0.398,0.024,16,0.406,0.01,8
Transition,20220815,15:00:00,0.398,0.024,16,0.406,0.01,8
Transition,20220815,16:00:00,0.398,0.024,16,0.406,0.01,8
Transition,20220815,17:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220815,18:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220815,19:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220815,20:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220815,21:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220815,22:00:00,0.398,0.024,16,0.405,0.01,8
Transition,20220815,23:00:00,0.398,0.025,16,0.405,0.01,8
Transition,20220816,00:00:00,0.397,0.024,16,0.405,0.009,8
Transition,20220816,01:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220816,02:00:00,0.398,0.024,16,0.405,0.01,8
Transition,20220816,03:00:00,0.398,0.025,16,0.405,0.01,8
Transition,20220816,04:00:00,0.397,0.025,16,0.405,0.01,8
Transition,20220816,05:00:00,0.397,0.024,16,0.405,0.01,8
Transition,20220816,06:00:00,0.398,0.024,16,0.405,0.01,8
Transition,20220816,07:00:00,0.398,0.025,16,0.405,0.009,8
Transition,20220816,08:00:00,0.397,0.025,16,0.405,0.009,8
Transition,20220816,09:00:00,0.397,0.024,16,0.405,0.009,8
Transition,20220816,10:00:00,0.397,0.024,16,0.404,0.009,8
Transition,20220816,11:00:00,0.396,0.024,16,0.404,0.009,8
Transition,20220816,12:00:00,0.395,0.023,16,0.404,0.009,8
Transition,20220816,13:00:00,0.394,0.023,16,0.404,0.009,8
Transition,20220816,14:00:00,0.393,0.022,16,0.403,0.009,8
Transition,20220816,15:00:00,0.392,0.022,16,0.403,0.009,8
Transition,20220816,16:00:00,0.391,0.022,16,0.403,0.008,8
Transition,20220816,17:00:00,0.39,0.022,16,0.402,0.008,8
Transition,20220816,18:00:00,0.39,0.022,16,0.402,0.008,8
Transition,20220816,19:00:00,0.389,0.022,16,0.402,0.008,8
Transition,20220816,20:00:00,0.389,0.023,16,0.402,0.008,8
Transition,20220816,21:00:00,0.39,0.022,16,0.402,0.008,8
Transition,20220816,22:00:00,0.39,0.023,16,0.401,0.008,8
Transition,20220816,23:00:00,0.39,0.023,16,0.402,0.008,8
Transition,20220817,00:00:00,0.39,0.023,16,0.402,0.008,8
Transition,20220817,01:00:00,0.39,0.022,16,0.401,0.007,8
Transition,20220817,02:00:00,0.39,0.023,16,0.402,0.007,8
Transition,20220817,03:00:00,0.39,0.022,16,0.402,0.008,8
Transition,20220817,04:00:00,0.39,0.023,16,0.401,0.007,8
Transition,20220817,05:00:00,0.39,0.023,16,0.402,0.007,8
Transition,20220817,06:00:00,0.39,0.023,16,0.402,0.008,8
Transition,20220817,07:00:00,0.39,0.023,16,0.402,0.008,8
Transition,20220817,08:00:00,0.39,0.023,16,0.402,0.008,8
Transition,20220817,09:00:00,0.39,0.022,16,0.402,0.008,8
Transition,20220817,10:00:00,0.39,0.022,16,0.401,0.008,8
Transition,20220817,11:00:00,0.389,0.023,16,0.401,0.008,8
Transition,20220817,12:00:00,0.389,0.022,16,0.402,0.007,8
Transition,20220817,13:00:00,0.389,0.022,16,0.403,0.007,8
Transition,20220817,14:00:00,0.388,0.021,16,0.407,0.013,8
Transition,20220817,15:00:00,0.389,0.021,16,0.419,0.024,8
Transition,20220817,16:00:00,0.389,0.021,16,0.421,0.025,8
Transition,20220817,17:00:00,0.39,0.02,16,0.422,0.025,8
Transition,20220817,18:00:00,0.391,0.02,16,0.422,0.025,8
Transition,20220817,19:00:00,0.392,0.02,16,0.423,0.025,8
Transition,20220817,20:00:00,0.393,0.019,16,0.423,0.025,8
Transition,20220817,21:00:00,0.41,0.037,16,0.424,0.025,8
Transition,20220817,22:00:00,0.502,0.036,16,0.429,0.025,8
Transition,20220817,23:00:00,0.511,0.04,16,0.432,0.028,8
Transition,20220818,00:00:00,0.514,0.041,16,0.433,0.03,8
Transition,20220818,01:00:00,0.516,0.043,16,0.434,0.03,8
Transition,20220818,02:00:00,0.516,0.044,16,0.434,0.031,8
Transition,20220818,03:00:00,0.516,0.044,16,0.435,0.031,8
Transition,20220818,04:00:00,0.517,0.044,16,0.435,0.031,8
Transition,20220818,05:00:00,0.518,0.045,16,0.435,0.031,8
Transition,20220818,06:00:00,0.518,0.045,16,0.435,0.031,8
Transition,20220818,07:00:00,0.519,0.045,16,0.435,0.031,8
Transition,20220818,08:00:00,0.519,0.045,16,0.435,0.031,8
Transition,20220818,09:00:00,0.519,0.045,16,0.435,0.032,8
Transition,20220818,10:00:00,0.519,0.042,16,0.435,0.032,8
Transition,20220818,11:00:00,0.52,0.042,16,0.435,0.032,8
Transition,20220818,12:00:00,0.52,0.042,16,0.435,0.032,8
Transition,20220818,13:00:00,0.521,0.043,16,0.435,0.031,8
Transition,20220818,14:00:00,0.522,0.044,16,0.435,0.032,8
Transition,20220818,15:00:00,0.523,0.045,16,0.435,0.032,8
Transition,20220818,16:00:00,0.523,0.045,16,0.435,0.032,8
Transition,20220818,17:00:00,0.524,0.046,16,0.435,0.031,8
Transition,20220818,18:00:00,0.524,0.046,16,0.435,0.032,8
Transition,20220818,19:00:00,0.524,0.046,16,0.435,0.031,8
Transition,20220818,20:00:00,0.524,0.046,16,0.435,0.032,8
Transition,20220818,21:00:00,0.524,0.046,16,0.435,0.032,8
Transition,20220818,22:00:00,0.524,0.046,16,0.435,0.031,8
Transition,20220818,23:00:00,0.524,0.045,16,0.435,0.031,8
Transition,20220819,00:00:00,0.524,0.045,16,0.435,0.031,8
Transition,20220819,01:00:00,0.524,0.045,16,0.435,0.031,8
Transition,20220819,02:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,03:00:00,0.524,0.045,16,0.435,0.031,8
Transition,20220819,04:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,05:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,06:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,07:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,08:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,09:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,10:00:00,0.524,0.045,16,0.436,0.031,8
Transition,20220819,11:00:00,0.525,0.045,16,0.436,0.031,8
Transition,20220819,12:00:00,0.525,0.045,16,0.436,0.031,8
Transition,20220819,13:00:00,0.525,0.045,16,0.436,0.031,8
Transition,20220819,14:00:00,0.526,0.045,16,0.436,0.031,8
Transition,20220819,15:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220819,16:00:00,0.526,0.045,16,0.436,0.031,8
Transition,20220819,17:00:00,0.527,0.044,16,0.436,0.031,8
Transition,20220819,18:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220819,19:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220819,20:00:00,0.527,0.044,16,0.436,0.031,8
Transition,20220819,21:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220819,22:00:00,0.527,0.044,16,0.436,0.031,8
Transition,20220819,23:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,00:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220820,01:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,02:00:00,0.526,0.045,16,0.436,0.031,8
Transition,20220820,03:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220820,04:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,05:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,06:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,07:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220820,08:00:00,0.526,0.045,16,0.436,0.03,8
Transition,20220820,09:00:00,0.526,0.044,16,0.436,0.031,8
Transition,20220820,10:00:00,0.525,0.045,16,0.436,0.03,8
Transition,20220820,11:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,12:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,13:00:00,0.526,0.044,16,0.436,0.03,8
Transition,20220820,14:00:00,0.526,0.045,16,0.436,0.03,8
Transition,20220820,15:00:00,0.526,0.045,16,0.436,0.03,8
Transition,20220820,16:00:00,0.527,0.045,16,0.436,0.03,8
Transition,20220820,17:00:00,0.526,0.045,16,0.436,0.03,8
Transition,20220820,18:00:00,0.527,0.045,16,0.436,0.03,8
Transition,20220820,19:00:00,0.526,0.045,16,0.436,0.03,8
Transition,20220820,20:00:00,0.525,0.046,16,0.436,0.03,8
Transition,20220820,21:00:00,0.524,0.045,16,0.436,0.03,8
Transition,20220820,22:00:00,0.524,0.045,16,0.436,0.03,8
Transition,20220820,23:00:00,0.524,0.046,16,0.436,0.03,8
Transition,20220821,00:00:00,0.524,0.046,16,0.436,0.03,8
Transition,20220821,01:00:00,0.524,0.045,16,0.436,0.029,8
Transition,20220821,02:00:00,0.524,0.045,16,0.436,0.029,8
Transition,20220821,03:00:00,0.523,0.045,16,0.436,0.029,8
Transition,20220821,04:00:00,0.523,0.045,16,0.436,0.03,8
Transition,20220821,05:00:00,0.523,0.045,16,0.436,0.029,8
Transition,20220821,06:00:00,0.523,0.045,16,0.436,0.029,8
Transition,20220821,07:00:00,0.523,0.045,16,0.436,0.029,8
Transition,20220821,08:00:00,0.523,0.045,16,0.436,0.03,8
Transition,20220821,09:00:00,0.522,0.045,16,0.436,0.029,8
Transition,20220821,10:00:00,0.522,0.045,16,0.436,0.029,8
Transition,20220821,11:00:00,0.52,0.045,16,0.436,0.029,8
Transition,20220821,12:00:00,0.52,0.045,16,0.436,0.029,8
Transition,20220821,13:00:00,0.519,0.045,16,0.435,0.029,8
Transition,20220821,14:00:00,0.518,0.045,16,0.436,0.029,8
Transition,20220821,15:00:00,0.517,0.046,16,0.435,0.029,8
Transition,20220821,16:00:00,0.516,0.046,16,0.435,0.029,8
Transition,20220821,17:00:00,0.514,0.046,16,0.435,0.029,8
Transition,20220821,18:00:00,0.513,0.046,16,0.435,0.029,8
Transition,20220821,19:00:00,0.512,0.046,16,0.435,0.029,8
Transition,20220821,20:00:00,0.513,0.046,16,0.435,0.029,8
Transition,20220821,21:00:00,0.521,0.045,16,0.435,0.029,8
Transition,20220821,22:00:00,0.526,0.041,16,0.436,0.029,8
Transition,20220821,23:00:00,0.522,0.036,16,0.436,0.029,8
Transition,20220822,00:00:00,0.515,0.03,16,0.436,0.029,8
Transition,20220822,01:00:00,0.511,0.027,16,0.436,0.029,8
Transition,20220822,02:00:00,0.509,0.028,16,0.435,0.029,8
Transition,20220822,03:00:00,0.509,0.029,16,0.436,0.029,8
Transition,20220822,04:00:00,0.508,0.03,16,0.436,0.029,8
Transition,20220822,05:00:00,0.508,0.031,16,0.435,0.029,8
Transition,20220822,06:00:00,0.507,0.032,16,0.435,0.029,8
Transition,20220822,07:00:00,0.508,0.033,16,0.435,0.029,8
Transition,20220822,08:00:00,0.508,0.034,16,0.435,0.029,8
Transition,20220822,09:00:00,0.508,0.035,16,0.435,0.029,8
Transition,20220822,10:00:00,0.508,0.035,16,0.435,0.029,8
Transition,20220822,11:00:00,0.509,0.036,16,0.435,0.029,8
Transition,20220822,12:00:00,0.509,0.036,16,0.435,0.029,8
Transition,20220822,13:00:00,0.509,0.037,16,0.435,0.029,8
Transition,20220822,14:00:00,0.509,0.037,16,0.435,0.029,8
Transition,20220822,15:00:00,0.509,0.037,16,0.435,0.029,8
Transition,20220822,16:00:00,0.509,0.038,16,0.435,0.029,8
Transition,20220822,17:00:00,0.509,0.038,16,0.435,0.029,8
Transition,20220822,18:00:00,0.51,0.039,16,0.435,0.029,8
Transition,20220822,19:00:00,0.51,0.04,16,0.435,0.029,8
Transition,20220822,20:00:00,0.511,0.04,16,0.435,0.029,8
Transition,20220822,21:00:00,0.511,0.041,16,0.435,0.029,8
Transition,20220822,22:00:00,0.511,0.041,16,0.435,0.029,8
Transition,20220822,23:00:00,0.51,0.042,16,0.435,0.029,8
Transition,20220823,00:00:00,0.511,0.042,16,0.435,0.029,8
Transition,20220823,01:00:00,0.511,0.042,16,0.435,0.029,8
Transition,20220823,02:00:00,0.51,0.042,16,0.435,0.029,8
Transition,20220823,03:00:00,0.51,0.042,16,0.435,0.028,8
Transition,20220823,04:00:00,0.51,0.043,16,0.435,0.028,8
Transition,20220823,05:00:00,0.51,0.043,16,0.435,0.028,8
Transition,20220823,06:00:00,0.51,0.043,16,0.435,0.028,8
Transition,20220823,07:00:00,0.51,0.043,16,0.435,0.028,8
Transition,20220823,08:00:00,0.509,0.044,16,0.435,0.028,8
Transition,20220823,09:00:00,0.509,0.044,16,0.435,0.028,8
Transition,20220823,10:00:00,0.509,0.044,16,0.435,0.028,8
Transition,20220823,11:00:00,0.509,0.044,16,0.435,0.028,8
Transition,20220823,12:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220823,13:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220823,14:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220823,15:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220823,16:00:00,0.51,0.046,16,0.435,0.028,8
Transition,20220823,17:00:00,0.51,0.046,16,0.435,0.028,8
Transition,20220823,18:00:00,0.51,0.046,16,0.435,0.028,8
Transition,20220823,19:00:00,0.51,0.045,16,0.435,0.028,8
Transition,20220823,20:00:00,0.51,0.045,16,0.435,0.028,8
Transition,20220823,21:00:00,0.51,0.046,16,0.435,0.028,8
Transition,20220823,22:00:00,0.51,0.045,16,0.435,0.028,8
Transition,20220823,23:00:00,0.51,0.045,16,0.435,0.028,8
Transition,20220824,00:00:00,0.51,0.045,16,0.435,0.028,8
Transition,20220824,01:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,02:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,03:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,04:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,05:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,06:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,07:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,08:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,09:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,10:00:00,0.509,0.046,16,0.435,0.028,8
Transition,20220824,11:00:00,0.509,0.045,16,0.435,0.028,8
Transition,20220824,12:00:00,0.509,0.046,16,0.435,0.027,8
Transition,20220824,13:00:00,0.51,0.046,16,0.435,0.027,8
Transition,20220824,14:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220824,15:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220824,16:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220824,17:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220824,18:00:00,0.511,0.045,16,0.435,0.027,8
Transition,20220824,19:00:00,0.511,0.045,16,0.435,0.027,8
Transition,20220824,20:00:00,0.511,0.045,16,0.435,0.027,8
Transition,20220824,21:00:00,0.511,0.045,16,0.435,0.027,8
Transition,20220824,22:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220824,23:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,00:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,01:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,02:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,03:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,04:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,05:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,06:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,07:00:00,0.509,0.044,16,0.435,0.027,8
Transition,20220825,08:00:00,0.509,0.045,16,0.435,0.027,8
Transition,20220825,09:00:00,0.509,0.045,16,0.435,0.027,8
Transition,20220825,10:00:00,0.509,0.045,16,0.435,0.027,8
Transition,20220825,11:00:00,0.509,0.045,16,0.435,0.027,8
Transition,20220825,12:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,13:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,14:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,15:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,16:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,17:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,18:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,19:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220825,20:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220825,21:00:00,0.51,0.045,16,0.435,0.027,8
Transition,20220825,22:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220825,23:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220826,00:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220826,01:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220826,02:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220826,03:00:00,0.51,0.044,16,0.435,0.026,8
Transition,20220826,04:00:00,0.51,0.044,16,0.435,0.026,8
Transition,20220826,05:00:00,0.51,0.044,16,0.435,0.026,8
Transition,20220826,06:00:00,0.51,0.044,16,0.435,0.027,8
Transition,20220826,07:00:00,0.509,0.044,16,0.435,0.027,8
Transition,20220826,08:00:00,0.509,0.044,16,0.435,0.026,8
Transition,20220826,09:00:00,0.509,0.044,16,0.435,0.027,8
Transition,20220826,10:00:00,0.509,0.044,16,0.435,0.026,8
Transition,20220826,11:00:00,0.508,0.046,16,0.434,0.027,8
Transition,20220826,12:00:00,0.507,0.046,16,0.435,0.027,8
Transition,20220826,13:00:00,0.507,0.046,16,0.434,0.027,8
Transition,20220826,14:00:00,0.505,0.046,16,0.434,0.027,8
Transition,20220826,15:00:00,0.502,0.046,16,0.434,0.027,8
Transition,20220826,16:00:00,0.501,0.046,16,0.434,0.027,8
Transition,20220826,17:00:00,0.499,0.046,16,0.434,0.027,8
Transition,20220826,18:00:00,0.499,0.046,16,0.434,0.027,8
Transition,20220826,19:00:00,0.498,0.046,16,0.434,0.026,8
Transition,20220826,20:00:00,0.499,0.046,16,0.434,0.026,8
Transition,20220826,21:00:00,0.498,0.046,16,0.435,0.026,8
Transition,20220826,22:00:00,0.498,0.046,16,0.434,0.026,8
Transition,20220826,23:00:00,0.498,0.046,16,0.434,0.026,8
Transition,20220827,00:00:00,0.498,0.045,16,0.435,0.026,8
Transition,20220827,01:00:00,0.498,0.045,16,0.435,0.026,8
Transition,20220827,02:00:00,0.498,0.046,16,0.435,0.026,8
Transition,20220827,03:00:00,0.498,0.046,16,0.435,0.026,8
Transition,20220827,04:00:00,0.498,0.045,16,0.435,0.026,8
Transition,20220827,05:00:00,0.498,0.046,16,0.435,0.026,8
Transition,20220827,06:00:00,0.498,0.046,16,0.434,0.026,8
Transition,20220827,07:00:00,0.497,0.045,16,0.434,0.026,8
Transition,20220827,08:00:00,0.497,0.045,16,0.434,0.026,8
Transition,20220827,09:00:00,0.496,0.046,16,0.434,0.026,8
Transition,20220827,10:00:00,0.494,0.047,16,0.434,0.026,8
Transition,20220827,11:00:00,0.493,0.047,16,0.434,0.026,8
Transition,20220827,12:00:00,0.491,0.047,16,0.434,0.026,8
Transition,20220827,13:00:00,0.491,0.048,16,0.434,0.026,8
Transition,20220827,14:00:00,0.489,0.048,16,0.434,0.026,8
Transition,20220827,15:00:00,0.488,0.048,16,0.434,0.026,8
Transition,20220827,16:00:00,0.488,0.049,16,0.434,0.027,8
Transition,20220827,17:00:00,0.487,0.05,16,0.433,0.027,8
Transition,20220827,18:00:00,0.487,0.049,16,0.433,0.027,8
Transition,20220827,19:00:00,0.487,0.049,16,0.433,0.027,8
Transition,20220827,20:00:00,0.486,0.049,16,0.433,0.027,8
Transition,20220827,21:00:00,0.486,0.049,16,0.433,0.027,8
Transition,20220827,22:00:00,0.486,0.049,16,0.433,0.027,8
Transition,20220827,23:00:00,0.486,0.049,16,0.433,0.027,8
Transition,20220828,00:00:00,0.486,0.049,16,0.433,0.027,8
